customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_t_v,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn,quality_missing_total_charges,churn_flag,retained_flag,customer_type,tenure_band,estimated_clv,monthly_revenue_at_risk,service_bundle
9770-KXGQU,Female,0,No,No,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,98.6,5311.85,No,False,0,1,Non-Senior,49+ months,5311.85,0.0,Standard Internet
6437-UKHMV,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.7,586.05,Yes,False,1,0,Non-Senior,0-12 months,586.05,79.7,Standard Internet
6538-POCHL,Male,0,No,No,33,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),79.0,2576.8,No,False,0,1,Non-Senior,25-48 months,2576.8,0.0,Standard Internet
6726-NNFWD,Female,1,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),89.45,6435.25,No,False,0,1,Senior Citizen,49+ months,6435.25,0.0,Standard Internet
3002-WQZWT,Female,0,No,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.2,1993.25,No,False,0,1,Non-Senior,25-48 months,1993.25,0.0,Standard Internet
4277-UDIEF,Male,0,Yes,Yes,24,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.0,1923.85,No,False,0,1,Non-Senior,13-24 months,1923.85,0.0,Protected Internet
1208-NBVFH,Male,0,Yes,Yes,20,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.6,939.8,No,False,0,1,Non-Senior,13-24 months,939.8,0.0,Standard Internet
4912-PIGUY,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.6,84.6,No,False,0,1,Non-Senior,0-12 months,84.6,0.0,Standard Internet
1114-CENIM,Male,0,No,Yes,54,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.0,3092.65,Yes,False,1,0,Non-Senior,49+ months,3092.65,55.0,Standard Internet
6060-DRTNL,Female,1,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,84.85,415.55,Yes,False,1,0,Senior Citizen,0-12 months,415.55,84.85,Standard Internet
2725-TTRIQ,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.2,5986.55,No,False,0,1,Non-Senior,49+ months,5986.55,0.0,Protected Internet
3374-TTZTK,Male,0,Yes,No,52,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,106.3,5487.0,No,False,0,1,Non-Senior,49+ months,5487.0,0.0,Protected Internet
8990-ZXLSU,Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.05,651.5,No,False,0,1,Non-Senior,0-12 months,651.5,0.0,Standard Internet
2275-RBYQS,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.4,45.4,No,False,0,1,Non-Senior,0-12 months,45.4,0.0,Standard Internet
8473-VUVJN,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.65,73.65,Yes,False,1,0,Senior Citizen,0-12 months,73.65,73.65,Standard Internet
6289-CPNLD,Male,0,Yes,Yes,33,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,73.9,2405.05,Yes,False,1,0,Non-Senior,25-48 months,2405.05,73.9,Standard Internet
5536-SLHPM,Female,0,Yes,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,77.75,4458.15,Yes,False,1,0,Non-Senior,49+ months,4458.15,77.75,Standard Internet
4419-UJMUS,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,99.35,6856.45,No,False,0,1,Non-Senior,49+ months,6856.45,0.0,Standard Internet
7794-JASDG,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.75,50.75,No,False,0,1,Non-Senior,0-12 months,50.75,0.0,Standard Internet
7609-YBPXG,Male,0,No,No,54,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),87.1,4735.2,No,False,0,1,Non-Senior,49+ months,4735.2,0.0,Protected Internet
5519-TEEUH,Male,0,No,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.15,682.15,No,False,0,1,Non-Senior,25-48 months,682.15,0.0,Phone Only
7856-GANIL,Male,1,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),98.7,4525.8,No,False,0,1,Senior Citizen,25-48 months,4525.8,0.0,Standard Internet
0804-XBFBV,Female,0,No,Yes,11,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.2,321.05,No,False,0,1,Non-Senior,0-12 months,321.05,0.0,Standard Internet
2676-OXPPQ,Male,0,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.7,335.65,No,False,0,1,Non-Senior,0-12 months,335.65,0.0,Standard Internet
3703-TTEPD,Male,0,No,No,21,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),65.35,1424.4,No,False,0,1,Non-Senior,13-24 months,1424.4,0.0,Standard Internet
2799-TSLAG,Female,0,Yes,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.3,1748.55,No,False,0,1,Non-Senior,49+ months,1748.55,0.0,Phone Only
0196-VULGZ,Female,1,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.35,474.9,Yes,False,1,0,Senior Citizen,0-12 months,474.9,84.35,Standard Internet
8837-VVWLQ,Female,0,No,No,8,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.95,668.4,Yes,False,1,0,Non-Senior,0-12 months,668.4,84.95,Standard Internet
2696-NARTR,Male,0,No,No,11,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,73.85,926.25,Yes,False,1,0,Non-Senior,0-12 months,926.25,73.85,Standard Internet
2208-NKVVH,Male,0,Yes,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.25,1077.95,No,False,0,1,Non-Senior,25-48 months,1077.95,0.0,Phone Only
7614-QVWQL,Male,0,Yes,Yes,49,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),51.8,2541.25,Yes,False,1,0,Non-Senior,49+ months,2541.25,51.8,Standard Internet
1976-CFOCS,Female,1,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,46.0,46.0,Yes,False,1,0,Senior Citizen,0-12 months,46.0,46.0,Standard Internet
4631-OACRM,Male,1,No,No,15,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.4,1156.1,Yes,False,1,0,Senior Citizen,13-24 months,1156.1,79.4,Standard Internet
7139-JZFVG,Male,0,Yes,Yes,60,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),60.5,3694.45,No,False,0,1,Non-Senior,49+ months,3694.45,0.0,Standard Internet
4987-GQWPO,Male,0,No,No,17,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),25.1,382.8,No,False,0,1,Non-Senior,13-24 months,382.8,0.0,Standard Internet
3755-JBMNH,Male,1,Yes,No,16,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),71.8,1167.8,Yes,False,1,0,Senior Citizen,13-24 months,1167.8,71.8,Standard Internet
1757-TCATG,Male,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.05,746.75,No,False,0,1,Non-Senior,25-48 months,746.75,0.0,Phone Only
6345-ULYRW,Male,1,Yes,No,44,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Mailed check,88.4,3912.9,Yes,False,1,0,Senior Citizen,25-48 months,3912.9,88.4,Standard Internet
4776-XSKYQ,Female,0,Yes,Yes,12,No,No phone service,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),30.25,368.85,No,False,0,1,Non-Senior,0-12 months,368.85,0.0,Standard Internet
8048-DSDFQ,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,20.2,No,False,0,1,Non-Senior,0-12 months,20.2,0.0,Phone Only
5753-QQWPW,Female,0,No,No,28,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,59.9,1654.7,No,False,0,1,Non-Senior,25-48 months,1654.7,0.0,Protected Internet
6010-DDPPW,Male,0,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.15,1940.85,No,False,0,1,Non-Senior,49+ months,1940.85,0.0,Phone Only
1809-DMJHQ,Female,0,No,Yes,5,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.0,221.7,Yes,False,1,0,Non-Senior,0-12 months,221.7,46.0,Standard Internet
6693-FRIRW,Male,0,No,No,18,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),101.3,1794.65,No,False,0,1,Non-Senior,13-24 months,1794.65,0.0,Standard Internet
6586-MYGKD,Male,0,Yes,No,70,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),76.95,5289.8,No,False,0,1,Non-Senior,49+ months,5289.8,0.0,Protected Internet
3173-NVMPX,Female,0,Yes,Yes,9,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,55.3,501.2,No,False,0,1,Non-Senior,0-12 months,501.2,0.0,Standard Internet
0248-PGHBZ,Female,1,No,No,67,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),92.45,6140.85,No,False,0,1,Senior Citizen,49+ months,6140.85,0.0,Protected Internet
0623-GDISB,Female,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),48.45,48.45,No,False,0,1,Non-Senior,0-12 months,48.45,0.0,Standard Internet
2892-GESUL,Female,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.35,309.25,No,False,0,1,Non-Senior,13-24 months,309.25,0.0,Phone Only
6923-EFPNL,Male,0,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),51.75,201.1,Yes,False,1,0,Non-Senior,0-12 months,201.1,51.75,Standard Internet
7472-EQOAV,Male,1,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),86.7,6179.35,No,False,0,1,Senior Citizen,49+ months,6179.35,0.0,Standard Internet
9574-RKJIF,Male,0,Yes,Yes,30,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.4,2838.7,Yes,False,1,0,Non-Senior,25-48 months,2838.7,94.4,Standard Internet
2043-WVTQJ,Male,0,Yes,No,1,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,55.7,55.7,No,False,0,1,Non-Senior,0-12 months,55.7,0.0,Standard Internet
8034-RYTVV,Female,0,No,No,55,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),84.25,4589.85,No,False,0,1,Non-Senior,49+ months,4589.85,0.0,Standard Internet
3863-QSTYI,Male,0,No,No,59,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,64.65,3735.45,No,False,0,1,Non-Senior,49+ months,3735.45,0.0,Standard Internet
2619-WFQWU,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.15,70.15,Yes,False,1,0,Non-Senior,0-12 months,70.15,70.15,Standard Internet
5044-LRQAQ,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.2,477.55,No,False,0,1,Non-Senior,0-12 months,477.55,0.0,Standard Internet
1716-LSAMB,Male,0,Yes,Yes,45,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),54.65,2553.7,No,False,0,1,Non-Senior,25-48 months,2553.7,0.0,Protected Internet
1333-PBMXB,Female,0,Yes,Yes,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.75,1342.15,No,False,0,1,Non-Senior,49+ months,1342.15,0.0,Phone Only
6546-OPBBH,Male,0,Yes,Yes,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,23.95,1216.35,No,False,0,1,Non-Senior,49+ months,1216.35,0.0,Phone Only
5985-BEHZK,Female,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),105.0,7578.05,No,False,0,1,Senior Citizen,49+ months,7578.05,0.0,Standard Internet
9127-QRZMH,Male,0,Yes,No,44,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),59.85,2603.95,No,False,0,1,Non-Senior,25-48 months,2603.95,0.0,Protected Internet
5919-VCZYM,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,42.7,No,False,0,1,Non-Senior,0-12 months,42.7,0.0,Phone Only
9644-KVCNC,Female,0,No,No,66,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),92.15,6056.9,No,False,0,1,Non-Senior,49+ months,6056.9,0.0,Standard Internet
2137-DQMEV,Male,0,Yes,Yes,68,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,44.8,2983.65,No,False,0,1,Non-Senior,49+ months,2983.65,0.0,Standard Internet
8174-LNWMW,Female,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.9,689.35,No,False,0,1,Non-Senior,25-48 months,689.35,0.0,Phone Only
9279-CJEOJ,Female,1,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.4,2025.1,No,False,0,1,Senior Citizen,13-24 months,2025.1,0.0,Standard Internet
7964-VEXDG,Male,0,No,Yes,21,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,80.35,1747.2,No,False,0,1,Non-Senior,13-24 months,1747.2,0.0,Standard Internet
2404-JIBFC,Female,0,Yes,Yes,55,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.1,4657.95,No,False,0,1,Non-Senior,49+ months,4657.95,0.0,Protected Internet
0778-NELLA,Male,0,No,No,9,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),34.7,296.1,Yes,False,1,0,Non-Senior,0-12 months,296.1,34.7,Standard Internet
8029-XYPWT,Male,1,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.05,8016.6,No,False,0,1,Senior Citizen,49+ months,8016.6,0.0,Protected Internet
4614-NUVZD,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.1,81.1,Yes,False,1,0,Non-Senior,0-12 months,81.1,81.1,Standard Internet
4632-PAOYU,Male,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.95,433.5,No,False,0,1,Non-Senior,13-24 months,433.5,0.0,Phone Only
3803-KMQFW,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.55,20.55,Yes,False,1,0,Non-Senior,0-12 months,20.55,20.55,Phone Only
6804-GDMOI,Female,0,No,No,61,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,106.6,6428.4,Yes,False,1,0,Non-Senior,49+ months,6428.4,106.6,Standard Internet
2990-OGYTD,Female,0,Yes,No,67,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.15,5883.85,No,False,0,1,Non-Senior,49+ months,5883.85,0.0,Standard Internet
6646-JPPHA,Female,1,No,No,14,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,78.85,1043.8,No,False,0,1,Senior Citizen,13-24 months,1043.8,0.0,Standard Internet
9572-MTILT,Male,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,106.75,6252.9,Yes,False,1,0,Non-Senior,49+ months,6252.9,106.75,Protected Internet
7658-UYUQS,Male,1,Yes,No,21,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),86.55,1857.25,No,False,0,1,Senior Citizen,13-24 months,1857.25,0.0,Standard Internet
7880-XSOJX,Male,0,No,No,4,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,42.4,146.4,No,False,0,1,Non-Senior,0-12 months,146.4,0.0,Protected Internet
9611-CTWIH,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.45,240.45,Yes,False,1,0,Non-Senior,0-12 months,240.45,89.45,Standard Internet
4589-IUAJB,Male,0,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.25,1724.15,No,False,0,1,Non-Senior,49+ months,1724.15,0.0,Phone Only
0329-GTIAJ,Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,97.9,315.3,Yes,False,1,0,Non-Senior,0-12 months,315.3,97.9,Standard Internet
8746-BFOAJ,Male,1,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.5,429.55,No,False,0,1,Senior Citizen,13-24 months,429.55,0.0,Phone Only
8457-XIGKN,Male,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.6,356.15,No,False,0,1,Non-Senior,13-24 months,356.15,0.0,Phone Only
6072-NUQCB,Male,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.25,488.25,No,False,0,1,Non-Senior,13-24 months,488.25,0.0,Phone Only
6629-CZTTH,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,55.7,55.7,Yes,False,1,0,Non-Senior,0-12 months,55.7,55.7,Standard Internet
8838-GPHZP,Female,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.6,1298.7,No,False,0,1,Non-Senior,49+ months,1298.7,0.0,Phone Only
8750-QWZAJ,Female,0,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.8,1378.75,No,False,0,1,Non-Senior,49+ months,1378.75,0.0,Phone Only
5364-EVNIB,Male,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.8,973.45,Yes,False,1,0,Non-Senior,13-24 months,973.45,79.8,Standard Internet
6918-UMQCG,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,80.2,384.25,No,False,0,1,Non-Senior,0-12 months,384.25,0.0,Standard Internet
0675-NCDYU,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.4,8543.25,No,False,0,1,Non-Senior,49+ months,8543.25,0.0,Protected Internet
6339-DKLMK,Female,0,No,No,13,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,31.65,389.95,No,False,0,1,Non-Senior,13-24 months,389.95,0.0,Standard Internet
1346-PJWTK,Male,0,Yes,No,61,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),94.15,5731.85,No,False,0,1,Non-Senior,49+ months,5731.85,0.0,Standard Internet
5088-QZLRL,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.65,20.65,No,False,0,1,Non-Senior,0-12 months,20.65,0.0,Phone Only
8023-QHAIO,Female,1,Yes,No,56,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),76.85,4275.75,No,False,0,1,Senior Citizen,49+ months,4275.75,0.0,Standard Internet
4397-FRLTA,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,84.5,No,False,0,1,Non-Senior,0-12 months,84.5,0.0,Phone Only
3057-VJJQE,Male,0,No,No,35,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Mailed check,55.25,1924.1,No,False,0,1,Non-Senior,25-48 months,1924.1,0.0,Standard Internet
5087-SUURX,Female,0,Yes,No,18,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,39.05,669.85,Yes,False,1,0,Non-Senior,13-24 months,669.85,39.05,Standard Internet
2302-OUZXB,Male,0,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),82.15,5784.3,No,False,0,1,Non-Senior,49+ months,5784.3,0.0,Standard Internet
8133-ANHHJ,Female,1,No,No,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),103.0,5166.2,No,False,0,1,Senior Citizen,49+ months,5166.2,0.0,Protected Internet
2270-CHBFN,Female,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),95.1,4060.55,No,False,0,1,Non-Senior,25-48 months,4060.55,0.0,Protected Internet
0013-EXCHZ,Female,1,Yes,No,3,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,83.9,267.4,Yes,False,1,0,Senior Citizen,0-12 months,267.4,83.9,Standard Internet
5982-FPVQN,Female,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.15,3532.85,No,False,0,1,Non-Senior,25-48 months,3532.85,0.0,Standard Internet
9107-UKCKY,Male,0,Yes,No,61,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,79.8,4914.8,No,False,0,1,Non-Senior,49+ months,4914.8,0.0,Standard Internet
4654-ULTTN,Male,0,Yes,No,70,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),74.8,5315.8,No,False,0,1,Non-Senior,49+ months,5315.8,0.0,Protected Internet
5550-VFRLC,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,69.85,Yes,False,1,0,Senior Citizen,0-12 months,69.85,69.85,Standard Internet
5546-BYZSM,Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.45,775.6,No,False,0,1,Non-Senior,25-48 months,775.6,0.0,Phone Only
1492-KGETH,Male,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),78.35,5445.95,No,False,0,1,Non-Senior,49+ months,5445.95,0.0,Protected Internet
4929-BSTRX,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,53.55,53.55,Yes,False,1,0,Non-Senior,0-12 months,53.55,53.55,Standard Internet
4163-HFTUK,Male,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.1,1007.8,No,False,0,1,Non-Senior,49+ months,1007.8,0.0,Phone Only
8215-NGSPE,Female,0,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,833.55,No,False,0,1,Non-Senior,25-48 months,833.55,0.0,Phone Only
2225-ZRGSG,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),93.9,6579.05,Yes,False,1,0,Non-Senior,49+ months,6579.05,93.9,Protected Internet
8859-YSTWS,Male,0,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.95,1004.5,No,False,0,1,Non-Senior,25-48 months,1004.5,0.0,Phone Only
5271-YNWVR,Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.15,7856.0,Yes,False,1,0,Non-Senior,49+ months,7856.0,113.15,Protected Internet
7601-DHFWZ,Female,0,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.0,1183.05,No,False,0,1,Non-Senior,25-48 months,1183.05,0.0,Phone Only
2657-ALMWY,Female,1,Yes,No,26,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,84.95,2169.75,Yes,False,1,0,Senior Citizen,25-48 months,2169.75,84.95,Standard Internet
6330-JKLPC,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.5,896.9,Yes,False,1,0,Non-Senior,0-12 months,896.9,80.5,Standard Internet
4667-OHGKG,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.3,19.3,Yes,False,1,0,Non-Senior,0-12 months,19.3,19.3,Phone Only
1998-VHJHK,Female,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.15,501.35,No,False,0,1,Non-Senior,25-48 months,501.35,0.0,Phone Only
